sensor0,sensor1,diff,time
8,8,0,242141
8,8,0,242143
8,8,0,242144
8,8,0,242156
9,8,1,242157
9,8,1,242158
9,9,0,242170
9,9,0,242171
9,9,0,242172
9,9,0,242183
9,9,0,242185
9,9,0,242186
9,9,0,242197
9,9,0,242199
9,9,0,242200
9,9,0,242201
9,9,0,242212
9,9,0,242214
9,9,0,242215
9,9,0,242226
9,9,0,242228
8,8,0,242229
8,8,0,242240
8,8,0,242241
8,8,0,242243
9,9,0,242244
9,9,0,242255
9,9,0,242257
9,9,0,242258
9,9,0,242269
9,9,0,242270
9,9,0,242272
9,9,0,242283
9,9,0,242284
9,9,0,242286
9,9,0,242297
9,9,0,242299
9,9,0,242301
9,9,0,242312
9,9,0,242313
9,9,0,242315
9,9,0,242326
9,9,0,242327
9,9,0,242328
9,8,1,242340
9,8,1,242341
9,9,0,242342
9,9,0,242354
9,9,0,242355
10,10,0,242356
10,10,0,242357
10,10,0,242369
10,10,0,242370
10,9,1,242371
9,9,0,242383
9,9,0,242384
8,8,0,242385
8,8,0,242397
8,8,0,242398
8,8,0,242399
8,9,-1,242410
8,9,-1,242412
9,9,0,242413
9,9,0,242414
9,9,0,242426
9,9,0,242428
9,9,0,242427
9,9,0,242439
9,9,0,242441
9,9,0,242442
9,9,0,242453
9,10,-1,242455
10,10,0,242456
10,10,0,242467
10,10,0,242468
10,9,1,242481
9,9,0,242482
9,9,0,242484
9,9,0,242496
9,9,0,242485
9,10,-1,242497
10,10,0,242499
10,10,0,242510
10,10,0,242511
10,10,0,242513
10,10,0,242524
10,10,0,242525
10,10,0,242526
10,10,0,242538
9,9,0,242540
10,10,0,242539
9,9,0,242552
9,9,0,242553
9,9,0,242566
9,9,0,242567
9,9,0,242568
9,9,0,242569
9,9,0,242581
9,9,0,242582
9,9,0,242583
9,9,0,242595
9,9,0,242596
9,9,0,242608
9,9,0,242597
9,9,0,242610
9,9,0,242611
9,9,0,242612
9,9,0,242624
9,9,0,242625
9,9,0,242637
9,9,0,242639
9,9,0,242640
9,9,0,242651
9,9,0,242653
9,9,0,242665
9,9,0,242654
9,9,0,242666
10,10,0,242668
10,10,0,242669
10,10,0,242682
10,10,0,242683
10,9,1,242694
9,9,0,242695
9,9,0,242697
9,9,0,242713
9,9,0,242714
9,9,0,242715
9,9,0,242728
9,9,0,242716
9,9,0,242729
9,9,0,242730
9,9,0,242742
9,8,1,242743
9,8,1,242744
9,9,0,242756
9,9,0,242757
9,9,0,242758
9,9,0,242759
9,9,0,242771
9,9,0,242772
9,9,0,242773
9,9,0,242785
9,9,0,242786
9,9,0,242787
9,9,0,242799
9,9,0,242800
9,9,0,242801
9,9,0,242812
9,9,0,242814
9,9,0,242815
9,9,0,242828
9,9,0,242816
9,9,0,242829
9,9,0,242830
9,9,0,242841
10,9,1,242843
10,9,1,242844
10,9,1,242855
10,9,1,242857
10,9,1,242858
10,9,1,242869
10,9,1,242870
10,10,0,242872
10,10,0,242873
10,10,0,242884
9,9,0,242886
9,9,0,242887
9,9,0,242898
9,9,0,242899
9,9,0,242901
9,8,1,242912
8,8,0,242913
8,8,0,242915
8,8,0,242926
8,8,0,242928
8,8,0,242927
8,8,0,242930
8,8,0,242941
8,8,0,242942
8,8,0,242944
8,8,0,242955
8,8,0,242956
8,8,0,242957
8,8,0,242969
8,8,0,242970
8,8,0,242971
8,8,0,242983
8,8,0,242984
8,8,0,242985
8,8,0,242986
8,8,0,242998
8,8,0,242999
8,8,0,243000
8,8,0,243012
8,8,0,243013
8,8,0,243014
8,8,0,243026
8,8,0,243027
8,9,-1,243028
9,9,0,243040
9,9,0,243041
9,9,0,243042
9,9,0,243043
9,9,0,243055
9,9,0,243056
9,9,0,243057
9,9,0,243069
9,9,0,243070
9,10,-1,243071
9,9,0,243084
9,10,-1,243082
9,9,0,243085
9,9,0,243096
9,9,0,243098
9,9,0,243099
9,9,0,243100
9,9,0,243112
9,9,0,243113
9,9,0,243114
9,9,0,243125
9,8,1,243128
9,9,0,243127
9,8,1,243139
9,9,0,243140
9,9,0,243142
9,9,0,243143
9,9,0,243154
9,9,0,243156
9,9,0,243157
9,9,0,243168
9,9,0,243169
9,9,0,243171
9,9,0,243182
9,9,0,243183
9,9,0,243185
9,9,0,243196
9,9,0,243197
9,9,0,243198
9,9,0,243200
9,9,0,243211
9,9,0,243212
9,9,0,243214
9,9,0,243226
9,9,0,243227
9,9,0,243225
8,8,0,243239
8,8,0,243240
8,8,0,243241
8,8,0,243243
9,9,0,243254
9,9,0,243256
9,9,0,243268
9,9,0,243269
9,8,1,243270
8,8,0,243282
8,8,0,243283
8,8,0,243284
8,8,0,243296
8,8,0,243297
8,8,0,243298
8,9,-1,243299
9,9,0,243311
9,9,0,243312
9,9,0,243313
9,9,0,243325
9,9,0,243326
9,9,0,243327
9,9,0,243339
9,9,0,243340
9,9,0,243341
9,9,0,243352
9,9,0,243354
9,9,0,243355
9,9,0,243356
9,9,0,243368
9,9,0,243369
9,8,1,243370
8,8,0,243381
8,8,0,243384
8,8,0,243383
8,8,0,243395
8,8,0,243397
9,8,1,243398
9,8,1,243399
9,8,1,243410
9,8,1,243412
9,9,0,243413
9,9,0,243424
9,9,0,243426
8,8,0,243427
8,8,0,243438
8,8,0,243452
8,8,0,243441
8,8,0,243439
8,8,0,243453
8,8,0,243455
8,8,0,243456
8,8,0,243467
8,8,0,243468
8,8,0,243470
8,8,0,243481
8,8,0,243482
8,8,0,243484
8,8,0,243497
8,8,0,243496
8,8,0,243495
8,8,0,243509
8,8,0,243510
8,8,0,243511
8,8,0,243512
8,8,0,243524
8,8,0,243525
8,8,0,243526
8,9,-1,243538
9,9,0,243553
9,9,0,243552
9,9,0,243540
9,9,0,243539
9,9,0,243555
9,9,0,243567
9,9,0,243568
9,9,0,243569
9,9,0,243581
9,9,0,243582
9,9,0,243583
9,9,0,243595
9,9,0,243596
9,9,0,243597
9,9,0,243608
9,9,0,243610
9,9,0,243611
9,9,0,243612
9,8,1,243624
8,8,0,243625
8,8,0,243626
8,8,0,243637
8,8,0,243639
8,8,0,243640
8,8,0,243653
8,8,0,243654
8,8,0,243651
8,8,0,243665
8,8,0,243666
8,8,0,243668
8,8,0,243669
8,8,0,243680
8,8,0,243682
8,8,0,243683
8,8,0,243694
8,8,0,243695
8,8,0,243697
8,8,0,243708
8,8,0,243709
8,8,0,243711
8,8,0,243712
8,8,0,243723
8,8,0,243724
8,8,0,243726
8,8,0,243737
8,8,0,243738
8,8,0,243740
8,8,0,243751
8,8,0,243752
8,8,0,243753
8,8,0,243765
8,8,0,243766
8,8,0,243767
8,8,0,243769
8,8,0,243780
8,8,0,243781
8,8,0,243782
8,8,0,243794
8,8,0,243795
8,8,0,243796
8,8,0,243808
8,8,0,243809
8,8,0,243810
9,9,0,243811
9,9,0,243823
9,9,0,243824
9,9,0,243825
9,9,0,243837
9,9,0,243838
9,9,0,243839
9,9,0,243851
9,9,0,243852
9,9,0,243853
9,9,0,243864
9,9,0,243866
9,9,0,243867
9,9,0,243868
9,9,0,243880
9,8,1,243881
8,8,0,243882
8,8,0,243893
8,8,0,243895
8,9,-1,243896
9,9,0,243907
9,9,0,243909
9,9,0,243921
9,9,0,243910
9,9,0,243922
9,9,0,243924
9,9,0,243925
9,9,0,243936
9,9,0,243938
10,9,1,243939
10,9,1,243950
10,10,0,243953
10,10,0,243964
10,10,0,243965
11,11,0,243967
11,10,1,243978
10,10,0,243979
10,10,0,243980
10,10,0,243992
10,10,0,243993
10,10,0,243994
10,11,-1,244006
11,11,0,244007
11,11,0,244008
11,11,0,244009
11,12,-1,244021
11,12,-1,244022
11,11,0,244036
11,11,0,244023
11,11,0,244035
11,11,0,244037
11,11,0,244049
11,11,0,244050
11,11,0,244051
11,11,0,244063
11,11,0,244064
11,11,0,244065
11,11,0,244076
10,10,0,244090
10,11,-1,244078
10,10,0,244079
10,10,0,244092
9,10,-1,244093
9,10,-1,244104
9,10,-1,244105
9,10,-1,244107
9,10,-1,244118
9,10,-1,244119
9,10,-1,244121
9,10,-1,244132
9,10,-1,244133
9,10,-1,244134
9,9,0,244146
9,9,0,244147
9,9,0,244148
8,8,0,244150
8,8,0,244161
8,8,0,244162
8,8,0,244163
8,8,0,244175
8,8,0,244176
8,8,0,244177
8,8,0,244190
8,8,0,244189
8,9,-1,244191
9,9,0,244203
9,9,0,244204
9,9,0,244205
9,9,0,244206
9,9,0,244218
9,9,0,244219
9,9,0,244220
9,9,0,244232
9,9,0,244246
9,9,0,244233
9,9,0,244234
9,9,0,244247
9,9,0,244248
9,10,-1,244249
10,10,0,244261
10,10,0,244262
10,10,0,244263
9,10,-1,244275
9,10,-1,244276
9,10,-1,244288
9,10,-1,244290
9,10,-1,244277
10,10,0,244302
10,10,0,244304
10,10,0,244305
10,10,0,244316
10,10,0,244318
10,10,0,244319
9,10,-1,244330
9,10,-1,244331
9,10,-1,244333
9,10,-1,244344
10,10,0,244358
10,10,0,244345
10,10,0,244347
10,10,0,244359
10,10,0,244360
10,10,0,244372
10,10,0,244373
10,10,0,244374
10,10,0,244376
9,9,0,244387
9,9,0,244388
9,9,0,244401
9,9,0,244403
9,9,0,244402
9,10,-1,244415
10,10,0,244416
10,10,0,244417
10,10,0,244429
10,10,0,244430
10,10,0,244431
10,10,0,244442
10,10,0,244444
10,10,0,244445
11,11,0,244456
11,11,0,244458
11,11,0,244459
11,11,0,244470
11,11,0,244471
11,11,0,244473
10,10,0,244474
10,10,0,244485
10,10,0,244486
10,10,0,244488
10,10,0,244499
10,10,0,244500
9,9,0,244515
9,9,0,244513
10,9,1,244502
9,9,0,244514
9,9,0,244528
9,10,-1,244529
10,10,0,244541
10,10,0,244542
10,10,0,244543
10,10,0,244555
10,10,0,244556
10,10,0,244557
10,10,0,244569
10,10,0,244570
10,10,0,244571
10,10,0,244572
9,9,0,244584
9,9,0,244585
9,9,0,244586
8,8,0,244597
8,8,0,244599
8,8,0,244600
8,8,0,244611
8,8,0,244613
9,9,0,244625
9,9,0,244614
9,9,0,244626
9,10,-1,244628
10,10,0,244629
10,10,0,244640
11,11,0,244642
11,11,0,244643
11,11,0,244654
11,10,1,244655
10,10,0,244669
10,10,0,244668
11,10,1,244657
10,10,0,244671
10,10,0,244682
10,10,0,244683
10,10,0,244684
10,10,0,244696
10,10,0,244697
10,10,0,244698
10,9,1,244714
9,9,0,244715
9,9,0,244716
9,9,0,244717
10,10,0,244729
10,10,0,244730
11,10,1,244731
11,11,0,244743
11,11,0,244744
11,11,0,244745
11,11,0,244757
11,11,0,244758
11,10,1,244759
10,10,0,244771
10,9,1,244773
10,9,1,244784
10,10,0,244772
10,10,0,244787
10,10,0,244798
10,10,0,244800
10,10,0,244801
10,10,0,244812
10,10,0,244813
10,10,0,244829
10,10,0,244815
10,10,0,244816
10,10,0,244827
10,10,0,244830
10,10,0,244841
11,11,0,244842
11,11,0,244844
11,10,1,244855
10,10,0,244856
10,10,0,244858
10,10,0,244869
9,9,0,244870
9,9,0,244871
9,9,0,244883
9,9,0,244884
9,10,-1,244885
10,10,0,244897
10,10,0,244898
10,10,0,244899
9,10,-1,244911
9,10,-1,244912
9,9,0,244913
9,9,0,244914
9,9,0,244926
9,9,0,244927
9,10,-1,244928
9,10,-1,244940
9,9,0,244941
9,9,0,244942
9,9,0,244953
9,9,0,244955
9,9,0,244956
9,9,0,244967
9,9,0,244969
9,9,0,244970
9,9,0,244971
9,9,0,244982
9,9,0,244984
9,9,0,244985
9,9,0,244998
9,9,0,244996
9,9,0,244999
9,9,0,245010
9,9,0,245011
8,9,-1,245013
8,9,-1,245024
8,9,-1,245025
8,9,-1,245027
9,9,0,245028
9,9,0,245039
9,9,0,245040
9,9,0,245042
9,9,0,245053
8,9,-1,245054
8,8,0,245056
8,8,0,245067
8,8,0,245068
8,8,0,245069
8,8,0,245081
8,8,0,245082
8,9,-1,245083
9,9,0,245085
9,9,0,245096
9,10,-1,245097
9,10,-1,245098
9,10,-1,245110
9,10,-1,245111
9,10,-1,245112
9,10,-1,245124
9,10,-1,245125
9,10,-1,245126
9,10,-1,245138
9,10,-1,245139
9,10,-1,245140
9,10,-1,245152
9,10,-1,245153
9,10,-1,245154
9,10,-1,245166
9,10,-1,245167
10,10,0,245168
10,11,-1,245181
10,11,-1,245182
10,11,-1,245193
10,11,-1,245195
10,11,-1,245196
10,11,-1,245197
11,11,0,245211
11,11,0,245210
10,11,-1,245209
10,10,0,245224
10,10,0,245225
9,9,0,245236
9,9,0,245238
9,9,0,245239
9,9,0,245250
9,9,0,245252
9,9,0,245253
9,9,0,245264
9,9,0,245265
9,9,0,245278
9,9,0,245267
9,9,0,245279
9,9,0,245280
9,9,0,245282
9,9,0,245293
9,9,0,245294
8,8,0,245296
8,8,0,245307
8,8,0,245308
8,8,0,245309
9,9,0,245321
9,9,0,245322
9,9,0,245323
9,9,0,245325
9,9,0,245336
9,9,0,245337
9,8,1,245338
8,8,0,245350
8,8,0,245351
8,8,0,245352
9,8,1,245364
9,9,0,245365
9,9,0,245366
9,9,0,245378
9,9,0,245379
9,9,0,245380
9,9,0,245381
9,9,0,245393
9,9,0,245394
9,9,0,245395
9,9,0,245407
9,9,0,245408
9,9,0,245409
10,9,1,245420
10,10,0,245423
10,10,0,245434
10,10,0,245422
10,10,0,245436
10,10,0,245437
10,9,1,245448
10,9,1,245449
9,9,0,245451
9,9,0,245452
9,9,0,245463
9,9,0,245466
9,9,0,245478
9,9,0,245477
9,9,0,245480
9,9,0,245491
9,9,0,245492
9,9,0,245494
9,9,0,245505
9,9,0,245506
9,9,0,245507
9,9,0,245509
9,9,0,245520
9,9,0,245521
9,9,0,245523
9,9,0,245534
9,9,0,245548
9,9,0,245536
9,9,0,245535
8,8,0,245549
8,8,0,245550
8,8,0,245552
8,8,0,245563
8,8,0,245564
8,8,0,245565
8,8,0,245577
8,8,0,245578
8,8,0,245579
8,8,0,245591
8,8,0,245593
8,8,0,245592
8,8,0,245605
8,9,-1,245606
9,9,0,245607
9,9,0,245608
9,10,-1,245620
10,10,0,245621
10,10,0,245622
10,10,0,245634
9,9,0,245648
9,9,0,245636
10,9,1,245635
9,9,0,245649
9,9,0,245650
9,10,-1,245661
10,10,0,245663
10,10,0,245664
10,11,-1,245675
10,11,-1,245676
10,10,0,245678
10,10,0,245689
9,10,-1,245690
9,9,0,245693
9,10,-1,245692
9,9,0,245704
9,9,0,245706
9,10,-1,245707
9,10,-1,245718
10,10,0,245721
10,10,0,245732
10,10,0,245733
10,10,0,245735
9,9,0,245748
9,9,0,245746
9,9,0,245747
8,9,-1,245762
9,9,0,245760
8,9,-1,245761
8,9,-1,245774
8,9,-1,245775
8,9,-1,245776
8,8,0,245777
8,8,0,245789
8,8,0,245790
8,8,0,245791
8,8,0,245803
8,8,0,245818
8,8,0,245817
8,8,0,245805
8,8,0,245804
8,8,0,245819
8,8,0,245830
8,8,0,245832
9,8,1,245833
9,8,1,245834
9,9,0,245846
9,9,0,245847
9,9,0,245848
10,9,1,245859
10,10,0,245862
10,10,0,245861
10,10,0,245873
10,10,0,245875
10,10,0,245876
10,10,0,245887
10,10,0,245888
10,10,0,245890
10,10,0,245901
10,10,0,245915
10,10,0,245902
10,10,0,245904
10,10,0,245916
10,10,0,245917
10,10,0,245919
10,10,0,245930
10,10,0,245931
10,10,0,245933
10,10,0,245944
10,10,0,245945
10,10,0,245946
10,10,0,245958
10,10,0,245959
11,11,0,245960
11,11,0,245973
11,11,0,245972
10,10,0,245974
10,10,0,245986
10,10,0,245987
9,9,0,245988
9,9,0,246000
9,9,0,246001
9,10,-1,246002
10,10,0,246013
10,10,0,246015
10,10,0,246016
10,10,0,246029
10,10,0,246027
10,10,0,246030
10,10,0,246031
10,10,0,246042
10,10,0,246044
10,10,0,246045
11,11,0,246056
11,11,0,246057
11,11,0,246059
11,11,0,246070
11,11,0,246071
11,11,0,246073
11,11,0,246084
10,10,0,246085
10,10,0,246086
10,10,0,246098
10,10,0,246099
10,10,0,246100
10,10,0,246112
10,10,0,246113
10,10,0,246114
10,10,0,246126
10,10,0,246127
10,10,0,246128
10,10,0,246140
10,10,0,246141
10,10,0,246142
10,10,0,246153
10,10,0,246155
10,9,1,246156
9,9,0,246157
9,9,0,246169
9,9,0,246170
8,8,0,246171
8,8,0,246184
8,8,0,246182
8,8,0,246185
9,9,0,246196
9,9,0,246198
9,9,0,246199
9,9,0,246210
9,9,0,246211
9,9,0,246213
9,9,0,246214
9,9,0,246225
9,9,0,246227
9,9,0,246239
9,9,0,246228
9,9,0,246240
9,10,-1,246242
10,10,0,246253
10,10,0,246254
9,9,0,246256
9,9,0,246267
9,9,0,246268
9,9,0,246269
9,9,0,246271
10,10,0,246285
9,10,-1,246283
9,9,0,246282
10,10,0,246296
10,11,-1,246297
10,11,-1,246298
11,11,0,246310
11,11,0,246311
11,11,0,246312
10,10,0,246324
10,10,0,246325
10,10,0,246326
10,10,0,246338
10,10,0,246339
10,10,0,246340
10,10,0,246352
10,10,0,246353
10,10,0,246354
10,10,0,246365
10,10,0,246367
10,10,0,246368
10,10,0,246379
10,10,0,246381
10,10,0,246393
10,10,0,246382
10,10,0,246394
10,10,0,246396
10,10,0,246397
10,10,0,246408
10,10,0,246409
10,10,0,246411
10,10,0,246422
10,10,0,246423
10,10,0,246425
10,10,0,246436
10,10,0,246437
10,10,0,246438
10,10,0,246452
10,10,0,246450
10,10,0,246451
10,10,0,246464
10,10,0,246465
10,10,0,246466
10,10,0,246478
9,9,0,246479
9,9,0,246480
9,9,0,246492
9,9,0,246493
9,9,0,246494
9,9,0,246507
9,9,0,246495
8,9,-1,246508
8,9,-1,246509
8,9,-1,246521
8,9,-1,246522
8,9,-1,246523
9,9,0,246534
9,10,-1,246536
9,10,-1,246537
9,10,-1,246548
9,10,-1,246550
9,9,0,246562
9,9,0,246565
9,9,0,246563
9,9,0,246566
9,9,0,246577
9,9,0,246579
9,9,0,246580
9,9,0,246591
9,9,0,246592
8,9,-1,246594
8,9,-1,246605
8,9,-1,246606
9,9,0,246608
9,9,0,246619
9,9,0,246620
10,10,0,246621
10,10,0,246623
10,10,0,246634
10,10,0,246635
9,10,-1,246637
9,10,-1,246648
9,9,0,246649
9,9,0,246651
9,9,0,246662
9,9,0,246663
9,9,0,246676
9,9,0,246664
9,9,0,246677
9,9,0,246678
9,10,-1,246690
10,10,0,246691
10,10,0,246692
10,9,1,246693
9,9,0,246705
9,9,0,246706
9,10,-1,246707
10,10,0,246723
10,10,0,246724
10,10,0,246725
10,11,-1,246726
11,11,0,246738
11,10,1,246739
10,10,0,246740
10,10,0,246752
10,9,1,246753
9,9,0,246766
9,9,0,246767
10,10,0,246768
10,10,0,246780
10,10,0,246782
10,10,0,246781
10,10,0,246793
10,10,0,246795
10,10,0,246796
10,9,1,246809
9,9,0,246810
9,9,0,246821
9,9,0,246822
9,9,0,246824
9,9,0,246825
9,10,-1,246836
9,10,-1,246838
9,9,0,246839
9,9,0,246850
9,9,0,246851
9,8,1,246853
9,8,1,246864
9,8,1,246865
9,8,1,246867
9,9,0,246878
9,9,0,246879
9,9,0,246880
9,9,0,246893
9,9,0,246882
9,9,0,246894
9,9,0,246896
9,9,0,246907
9,9,0,246908
9,9,0,246909
9,9,0,246921
8,9,-1,246922
8,9,-1,246923
8,9,-1,246935
8,9,-1,246937
8,9,-1,246938
8,9,-1,246950
8,8,0,246951
8,8,0,246952
8,8,0,246964
8,8,0,246965
7,8,-1,246966
7,8,-1,246978
8,8,0,246979
8,8,0,246980
8,8,0,246992
8,8,0,246993
8,8,0,246994
8,8,0,246995
8,8,0,247007
8,8,0,247008
8,8,0,247009
8,8,0,247021
8,8,0,247022
9,9,0,247023
9,9,0,247034
9,9,0,247036
9,9,0,247037
9,9,0,247051
9,9,0,247038
9,9,0,247050
9,9,0,247052
9,9,0,247063
9,9,0,247065
9,9,0,247066
8,9,-1,247077
8,9,-1,247079
8,9,-1,247080
8,9,-1,247091
8,9,-1,247093
8,9,-1,247094
8,9,-1,247095
8,9,-1,247106
8,8,0,247108
8,8,0,247109
8,8,0,247120
8,8,0,247122
8,8,0,247123
8,8,0,247134
8,8,0,247135
8,8,0,247137
8,8,0,247148
8,8,0,247149
8,8,0,247151
8,8,0,247152
8,8,0,247163
8,8,0,247164
8,8,0,247166
8,8,0,247177
8,8,0,247178
8,8,0,247180
8,8,0,247191
8,8,0,247192
8,8,0,247193
8,8,0,247205
8,8,0,247206
8,8,0,247207
8,8,0,247209
8,9,-1,247220
9,9,0,247221
9,9,0,247222
9,10,-1,247234
10,10,0,247235
10,10,0,247236
10,10,0,247248
10,10,0,247249
10,10,0,247250
10,10,0,247262
10,10,0,247263
10,10,0,247264
10,10,0,247275
10,10,0,247277
10,10,0,247278
10,10,0,247289
10,10,0,247291
10,10,0,247292
10,10,0,247303
10,10,0,247304
10,10,0,247306
10,10,0,247307
9,9,0,247318
9,9,0,247320
9,10,-1,247321
9,10,-1,247332
10,10,0,247333
10,10,0,247335
10,10,0,247347
10,10,0,247349
10,10,0,247360
9,9,0,247361
9,9,0,247374
9,9,0,247362
9,9,0,247375
9,9,0,247376
9,9,0,247388
9,9,0,247389
9,9,0,247390
8,8,0,247391
8,8,0,247404
8,9,-1,247405
8,9,-1,247417
8,9,-1,247418
8,9,-1,247419
8,9,-1,247431
8,9,-1,247432
8,9,-1,247433
8,9,-1,247445
8,9,-1,247446
8,9,-1,247447
8,9,-1,247448
8,9,-1,247460
8,9,-1,247461
8,9,-1,247462
9,9,0,247475
9,10,-1,247488
9,10,-1,247476
9,10,-1,247489
9,9,0,247490
9,9,0,247502
9,9,0,247503
9,9,0,247504
9,9,0,247515
9,9,0,247517
9,10,-1,247518
9,10,-1,247519
9,10,-1,247532
9,10,-1,247531
9,10,-1,247533
9,9,0,247545
9,9,0,247546
9,9,0,247547
9,9,0,247558
9,9,0,247560
9,9,0,247561
9,9,0,247572
9,9,0,247573
9,9,0,247576
9,9,0,247575
9,9,0,247587
9,9,0,247589
9,9,0,247590
9,9,0,247601
9,9,0,247602
8,8,0,247604
8,8,0,247615
8,8,0,247616
8,8,0,247618
8,8,0,247629
8,8,0,247630
8,8,0,247631
8,8,0,247633
8,8,0,247644
8,8,0,247645
8,8,0,247647
8,8,0,247658
8,8,0,247659
8,9,-1,247660
8,9,-1,247672
8,9,-1,247673
8,9,-1,247686
9,9,0,247687
8,9,-1,247674
9,9,0,247689
9,9,0,247701
9,9,0,247702
9,10,-1,247703
10,10,0,247715
10,10,0,247716
10,10,0,247717
10,10,0,247729
10,9,1,247731
10,10,0,247730
9,9,0,247743
9,9,0,247745
9,9,0,247756
9,9,0,247758
9,9,0,247759
10,9,1,247760
10,10,0,247771
10,10,0,247773
10,10,0,247774
10,10,0,247785
10,10,0,247787
10,10,0,247788
9,10,-1,247800
9,10,-1,247802
10,10,0,247813
10,10,0,247814
9,10,-1,247816
9,9,0,247827
9,9,0,247828
9,9,0,247829
9,9,0,247841
9,9,0,247842
9,9,0,247843
9,9,0,247845
9,9,0,247856
9,10,-1,247857
9,10,-1,247859
10,10,0,247870
10,10,0,247871
10,10,0,247872
10,10,0,247884
10,10,0,247885
10,10,0,247886
9,9,0,247898
9,9,0,247899
9,9,0,247900
9,9,0,247912
9,9,0,247913
9,9,0,247914
9,9,0,247915
9,9,0,247927
9,9,0,247928
9,9,0,247929
9,9,0,247941
9,9,0,247942
9,9,0,247943
9,9,0,247954
9,9,0,247956
9,9,0,247968
9,9,0,247957
9,9,0,247970
9,9,0,247971
9,9,0,247972
8,8,0,247983
8,8,0,247985
8,8,0,247986
8,8,0,247997
8,8,0,247999
8,8,0,248000
8,9,-1,248011
8,9,-1,248012
9,9,0,248014
9,9,0,248015
9,9,0,248026
9,9,0,248028
9,9,0,248029
9,9,0,248040
9,9,0,248041
9,9,0,248043
9,9,0,248054
9,9,0,248055
9,9,0,248070
9,9,0,248069
9,9,0,248068
9,9,0,248057
8,9,-1,248083
8,9,-1,248084
8,9,-1,248086
8,9,-1,248097
8,9,-1,248098
9,9,0,248099
9,9,0,248111
9,9,0,248112
9,10,-1,248113
9,10,-1,248126
9,10,-1,248125
9,9,0,248127
9,9,0,248139
9,9,0,248140
9,9,0,248141
9,9,0,248142
9,9,0,248154
9,10,-1,248156
10,10,0,248168
10,10,0,248169
9,10,-1,248170
9,9,0,248182
9,9,0,248183
9,9,0,248184
8,9,-1,248195
8,9,-1,248197
8,9,-1,248198
9,9,0,248209
9,9,0,248211
9,9,0,248212
9,9,0,248213
9,9,0,248224
9,9,0,248227
9,9,0,248226
9,9,0,248238
8,9,-1,248239
8,9,-1,248241
9,9,0,248252
9,9,0,248253
9,9,0,248255
9,10,-1,248256
9,10,-1,248267
9,9,0,248269
8,9,-1,248282
9,9,0,248281
9,9,0,248270
8,9,-1,248295
8,9,-1,248296
8,9,-1,248298
8,9,-1,248309
9,9,0,248310
9,10,-1,248312
9,10,-1,248323
10,10,0,248324
10,10,0,248325
10,10,0,248341
10,10,0,248339
10,10,0,248338
10,10,0,248337
10,10,0,248353
10,10,0,248354
10,10,0,248366
10,9,1,248367
9,9,0,248368
9,9,0,248380
9,9,0,248381
9,9,0,248382
9,9,0,248394
9,9,0,248395
9,9,0,248396
10,10,0,248407
10,10,0,248409
10,10,0,248410
10,10,0,248421
10,10,0,248423
10,10,0,248424
10,9,1,248425
10,9,1,248436
10,9,1,248438
10,9,1,248439
9,9,0,248452
9,9,0,248450
9,9,0,248453
9,9,0,248464
9,9,0,248465
9,9,0,248467
9,9,0,248478
9,9,0,248479
9,9,0,248481
9,9,0,248482
9,10,-1,248493
10,10,0,248494
10,10,0,248507
10,10,0,248496
10,10,0,248508
10,10,0,248510
9,10,-1,248521
9,10,-1,248522
9,9,0,248523
9,9,0,248535
9,9,0,248536
9,9,0,248537
9,9,0,248549
9,9,0,248551
9,9,0,248550
9,9,0,248563
9,9,0,248564
9,9,0,248565
9,9,0,248578
9,9,0,248579
9,9,0,248580
9,10,-1,248592
9,10,-1,248593
10,10,0,248594
10,10,0,248605
10,10,0,248607
10,10,0,248608
9,9,0,248619
9,9,0,248621
9,9,0,248622
9,9,0,248623
9,9,0,248634
9,9,0,248636
9,9,0,248637
9,10,-1,248648
9,10,-1,248650
9,10,-1,248651
9,10,-1,248663
9,10,-1,248662
9,10,-1,248665
9,10,-1,248676
9,10,-1,248677
9,10,-1,248679
10,10,0,248690
10,10,0,248691
10,10,0,248693
9,10,-1,248704
9,10,-1,248705
9,10,-1,248706
9,10,-1,248718
9,10,-1,248719
9,9,0,248725
9,9,0,248726
9,9,0,248727
9,9,0,248740
9,10,-1,248741
9,10,-1,248753
9,10,-1,248754
9,10,-1,248755
10,10,0,248767
10,10,0,248768
10,10,0,248769
9,9,0,248780
9,9,0,248782
9,9,0,248783
9,9,0,248784
9,9,0,248795
9,10,-1,248797
10,10,0,248798
10,10,0,248809
10,10,0,248811
10,10,0,248826
10,10,0,248824
10,10,0,248823
10,10,0,248812
10,10,0,248838
10,10,0,248840
10,10,0,248851
10,10,0,248852
10,10,0,248853
10,10,0,248865
9,9,0,248879
9,9,0,248880
10,10,0,248866
10,9,1,248867
9,9,0,248882
9,9,0,248894
9,9,0,248895
9,9,0,248896
9,9,0,248908
9,9,0,248909
9,9,0,248910
9,9,0,248922
9,9,0,248924
9,9,0,248923
9,9,0,248925
9,9,0,248937
9,9,0,248938
9,9,0,248939
9,9,0,248951
9,9,0,248952
9,9,0,248953
9,9,0,248964
9,9,0,248966
8,9,-1,248967
8,9,-1,248978
9,9,0,248980
9,9,0,248981
9,9,0,248982
9,9,0,248993
9,9,0,248995
9,9,0,248996
9,9,0,249007
9,9,0,249009
9,9,0,249010
9,9,0,249021
9,9,0,249022
9,9,0,249024
9,9,0,249035
9,9,0,249036
